Y,x1,y1,x2,y2,angle1,angle2,distance,score,cons_score_max,cons_score_mean,cons_curMax,inters_score_max,inters_score_mean
0,2607.698375822774,734.4728451738893,2600.305454961049,798.266587100406,-2.2601486431632005,0.6000160289429531,64.22068816086257,-1.4647715920894901,1.601762553542145,-1.2046375966830745,0.0,1.8204004084925156,-0.7645262976752588
0,2607.698375822774,734.4728451738893,2594.2934410960374,724.6198292776485,-1.079705423011929,0.7096071615990752,16.636532008794312,-0.1710861216325964,0.5386636774041287,-1.536915263169428,0.0,-0.199622727880364,-1.2370123203189907
0,2607.698375822774,734.4728451738893,2460.440866351182,800.2821507962167,-2.421856730467842,0.1338049689281948,161.2936415432078,-2.3405933764937714,1.3769000295538825,-1.12345888672072,0.0,1.3315574772400065,-1.0185862025674275
0,2607.698375822774,734.4728451738893,2808.1160267401465,746.5461470759259,-0.18985917461697496,-0.5118993887825202,200.7809737451623,-1.0761481783629463,1.6795138099660956,-1.2787174187672565,0.0,1.601762553542145,-0.9787123687328855
0,2607.698375822774,734.4728451738893,2549.617221024347,785.8650136429562,-2.8090488311427455,-2.662934973493892,77.55369444888986,-4.863599550595044,1.7370833946455309,-1.5833806321140704,0.0,-1000.0,0.0
0,2607.698375822774,734.4728451738893,2593.0315735491913,790.4777114334406,-2.439368737580943,0.9604561657210331,57.89352410833703,-1.2842284985174832,1.456676483599625,-1.2670576561129812,0.0,1.8204004084925156,-0.7696861304503642
0,2607.698375822774,734.4728451738893,2529.4555522798546,777.216930102586,-2.523366814220046,0.9639045657178928,89.15714347353243,-1.4592200664487578,1.2233825041673834,-1.2264194639913266,0.0,1.3315574772400065,-1.0664158060782836
0,2607.698375822774,734.4728451738893,2567.946703179613,746.0148283676725,-2.246543950500212,0.7378434611193163,41.3933914287607,-1.2554964241129614,0.5386636774041287,-1.6256109359750042,0.0,0.2246554925367903,-1.302539812856228
0,2607.698375822774,734.4728451738893,2627.31951361308,731.6445038044141,0.06902804339978152,-0.2372286281113778,19.823939141564615,-0.00403023188761488,1.601762553542145,-1.3621724501126005,0.0,0.6986214217893697,-0.8183675692229402
0,2607.698375822774,734.4728451738893,2811.6000000000004,712.0,0.0265140282574362,-1.6397116991743308,205.13629886570664,-1.8927178256296704,0.5386636774041287,-1.983434487501473,0.0,1.601762553542145,-1.072473179574743
0,2607.698375822774,734.4728451738893,2601.1930129453817,719.0169977655826,-0.3939983278322109,0.6605072230301144,16.769107468061982,0.3886866999055087,0.5386636774041287,-1.439794157608267,0.0,0.15374352915190315,-1.1008737199562497
0,2607.698375822774,734.4728451738893,2611.235368141298,746.665178388939,-1.7537524846357813,-1.9501371368700262,12.695010984166304,-3.0916972535023843,1.8204004084925156,-1.6345900927746324,0.0,0.6986214217893697,0.21093509888793724
0,2607.698375822774,734.4728451738893,2580.505850256502,735.8161107452526,-1.9495939348486264,-0.9719174293307382,27.225682894420764,-2.451591524516262,0.5386636774041287,-1.3752102992541773,0.0,-0.199622727880364,-1.2704218105455407
0,2607.698375822774,734.4728451738893,2624.743302858123,720.6314277062834,0.755160125237533,-1.1504523519399235,21.957103068322215,-0.21097431271561662,1.9160138906258153,-1.4848545622183507,0.0,0.6986214217893697,-0.4553442631277084
0,2607.698375822774,734.4728451738893,2588.0527729074042,785.146409343985,-2.584157191782868,0.7805418440176091,54.3485033796626,-1.5581620222877044,1.8204004084925156,-1.2553189481497373,0.0,-1000.0,0.0
0,2607.698375822774,734.4728451738893,2485.4538958934854,767.1235712775119,-2.219065894839453,-1.339278650618079,126.52977036364206,-3.342687335313556,0.9164269964873993,-1.3791355207500244,0.0,1.8288168375185272,-1.0331173979063784
1,2607.698375822774,734.4728451738893,2610.103158243606,711.7814701206726,0.24768425851276646,0.21214426735353106,22.818446053517466,0.5386636774041287,0.8182742605994326,-1.3269592159616752,0.0,0.15374352915190315,-1.0227228999295221
0,2607.698375822774,734.4728451738893,2532.212836908146,793.6562571680428,-2.7333655143959663,0.5460980975956892,95.92050271188899,-2.0342106008148346,1.7370833946455309,-0.9882208484679162,0.0,1.3315574772400065,-1.1573150075589382
0,2607.698375822774,734.4728451738893,2554.337153463628,757.0665306585896,-2.3967112020546963,-2.182168711192556,57.94734398955454,-4.012378979142799,1.3315574772400065,-1.3293265755686565,0.0,0.2246554925367903,-1.2728565747525828
0,2607.698375822774,734.4728451738893,2622.340891026947,736.2939438307227,-0.27079550736044283,-1.9587634272140777,14.755326218771165,-1.801147098734086,1.4945073681162713,-1.2253305486588666,0.0,0.6986214217893697,-1.1393184522487099
0,2607.698375822774,734.4728451738893,2799.320310050646,741.6492997131762,-0.16091285988588352,-0.5477151889689883,191.75627024164157,-1.0521410628969536,1.110283458333194,-1.3371118163562115,0.0,1.601762553542145,-1.1084026268238378
0,2607.698375822774,734.4728451738893,2616.0784117957023,706.9292358624771,0.48929932112772684,-0.09400709442525935,28.790196539921133,0.461985805020234,1.9160138906258153,-1.2015745280309524,0.0,0.8182742605994326,-0.8485637247802248
0,2549.617221024347,785.8650136429562,2594.2934410960374,724.6198292776485,-2.387666772931873,-1.2857812297080897,75.80855656081732,-3.2750767356706887,1.7370833946455309,-1.5972746358585757,0.0,-0.199622727880364,-1.391915342787983
0,2549.617221024347,785.8650136429562,2515.636089197163,694.8233058991505,-1.1303905622784987,-1.4247034122789668,97.17669406377749,-2.362081088842949,1.7370833946455309,-1.6985118026063362,0.0,1.8288168375185272,-0.4405213244641797
0,2549.617221024347,785.8650136429562,2525.314541172453,681.9550467259993,-1.2927050026284292,-0.05456371818933125,106.7141109350902,-1.3309544637334798,1.7370833946455309,-1.7014533499447566,0.0,1.8288168375185272,-0.6522951509728163
0,2549.617221024347,785.8650136429562,2537.7409523630695,715.056993739351,-1.3736501218663586,0.10439289907449849,71.79708517749309,-1.146030649697889,1.7370833946455309,-1.4826056484962753,0.0,1.8288168375185272,-0.7486325822986309
0,2549.617221024347,785.8650136429562,2754.2728675506287,780.1628030429721,-2.4502317126465165,-2.2880925754457198,204.73506993384615,-4.641493156400876,1.7370833946455309,-1.7226370655939953,0.0,1.8204004084925156,-0.45227158404141
