Y,angle1,angle2,distance,score,cons_score_max,cons_score_mean,cons_curMax,inters_score_max,inters_score_mean
0,-0.22291663031021244,0.24409226828790276,2.42062076857313,0.22057389426101895,1.9089891627969757,0.7929899197185913,1.0,1.8708074986885037,1.4470644150802785
0,0.8204754504389625,0.6102903880198189,1.42034799515602,1.4643441790198584,1.597314198072348,0.9089440461666835,1.0,0.6534411374549889,0.4322241255985726
1,0.9861293338109786,0.9924713713272709,1.1861668003034778,1.9472186850766489,-1000.0,0.0,0.0,-1000.0,0.0
1,0.8370374436022961,0.9385845001798546,0.718298292861681,1.7701553772130634,-1000.0,0.0,0.0,-1000.0,0.0
0,0.7793018980748597,0.7637064420634672,4.650693947982581,1.5523605284749455,1.9564195130960012,1.6398624788292062,1.0,0.8868585997556485,0.6117191997934519
0,0.16502340921477907,0.31191652150942484,0.08251170460738953,0.6294323750609568,-1000.0,0.0,0.0,-1000.0,0.0
1,0.9890526443276756,0.993419990926163,1.2871039028365319,1.9502898630269323,1.9097486241831285,1.7023563814333187,1.0,-1000.0,0.0
0,0.7276929562869665,0.8732036791115688,4.749401412989794,1.602973532445455,1.9502898630269323,1.6108649257217265,1.0,1.4273820841111322,0.8957179061708782
0,0.9883979892125585,0.901189380018838,4.533631505860007,1.8577398920091153,1.9502898630269323,1.4146324155767425,1.0,1.2907481099198794,0.7501307314599025
0,0.8096963567349208,0.7771980579459231,5.2575840436014785,1.5889593300539497,1.9633038350291572,1.542054800147191,1.0,0.8868585997556485,0.6121149988589217
0,0.9804392190437125,0.9707956910853689,5.206635654793711,1.9097486241831285,1.9502898630269323,1.588149815236489,1.0,1.4273820841111322,0.8242123429116155
0,0.28115689743293265,0.5819538757615379,6.795648238731302,0.9469079717761588,1.4732327542083217,1.4315937592042478,1.0,0.3794564956578337,0.3794564956578337
1,0.3938719506851494,0.9564601215617983,2.5037415546967825,1.3899547642001737,0.9469079717761588,0.9469079717761588,1.0,-1000.0,0.0
0,0.976942857146018,0.7881990935979003,9.872541089421896,1.7304493548268731,1.7767693299571774,1.3683000121513702,1.0,1.686618616645896,1.0462313260919445
1,0.8200098229661472,0.9673752514796972,1.8407013679176036,1.7767693299571774,1.8515451631600803,1.3815845963652456,1.0,-1000.0,0.0
0,0.16529194361066973,0.41521525766585393,1.401146587686022,0.7161805189863465,1.6827339629600402,1.2999727556335372,1.0,1.8515451631600803,0.7211467554554715
0,0.5433561200285691,0.6042064619890033,1.3718088707865792,1.2152869486357445,1.7775066507566062,1.0510409419066622,1.0,1.440179326156446,0.939642377876851
0,0.5329473680981316,0.3066921211225299,1.5781824432556453,0.9436274029781409,1.7767693299571774,1.6683030627241489,1.0,1.686618616645896,1.048924921839455
1,0.8200950284581469,0.8589810790194011,1.4573608469074908,1.6827339629600402,1.8515451631600803,0.9205665834457932,1.0,0.6444242302854023,0.49808228133258253
1,0.6099626661639767,0.9201456520496377,1.7243625071428699,1.5507531928791947,-1000.0,0.0,0.0,0.5672347776549987,0.5672347776549987
1,0.8925537178933592,0.8056588512701408,1.2348859207012584,1.7003148907479448,-1000.0,0.0,0.0,0.18150426856525625,0.18150426856525625
0,0.8297350266578898,0.6796608520099756,7.971578757013466,1.5117230159668666,1.8748841328021926,1.1325247907252631,1.0,0.3812140508260302,0.31703827888241
0,0.6999835272254163,0.9180465212210203,4.488153653024484,1.6189208909682926,1.8748841328021926,1.1866183395070848,1.0,1.428970406991264,0.8195095418953819
0,0.9552317492026645,0.7672774959712022,4.336659065611199,1.7113670610645175,1.8748841328021926,1.0514723657228864,1.0,0.3812140508260302,0.3812140508260302
0,0.6473595991115371,0.41428305633999246,8.903727599827032,1.1145961238899218,1.8748841328021926,1.1056288782318913,1.0,0.3812140508260302,0.3812140508260302
0,0.9881112802803417,0.928717939908093,6.584258547636632,1.8748841328021926,1.9274677407816099,1.2431465175307714,1.0,1.213043229119786,0.6163559201967546
0,0.4265696002226328,-0.233453995686136,14.128628577454533,0.33289339882919355,1.8748841328021926,1.339124463425296,1.0,1.0540813697809337,1.0540813697809337
0,0.45361572393330485,-0.2058872303918016,11.580059385476078,0.3894394765628875,1.8748841328021926,1.3310464523204824,1.0,1.0540813697809337,1.0540813697809337
0,0.6047575480994947,0.4908892869695012,6.374976618115989,1.1529405427223902,1.8748841328021926,1.2777553135435533,1.0,1.428970406991264,0.9366282263600475
0,0.1518864714722379,0.5064432672548828,1.7376471795286592,0.7835438049720358,1.7027913742269325,1.1287798987233593,1.0,1.7609898803626174,1.120861902805926
0,0.5771966258058668,-0.1481171656383012,1.3483065890694184,0.5831000640058566,1.6205499975332016,0.9583583317772743,1.0,0.9711069397450175,0.5399599073408206
0,0.9950489731620098,0.7074538480047545,1.6249574774235231,1.7027913742269325,1.3514104519795944,0.930409660624642,1.0,0.4172648881703609,0.4172648881703609
0,-0.1726548872653566,0.14075552107226222,2.265508714056977,0.1743844137322672,1.7027913742269325,1.191411298014332,1.0,-1000.0,0.0
1,-0.4228789899658986,0.7637215900845912,2.833607172309745,0.500505576220658,1.401794722632453,0.7411755442191559,1.0,0.9523352985574485,0.48476494009388854
0,0.5513764775266308,0.5711645037315511,1.4055798373364743,1.1931554826488695,1.7027913742269325,0.8925917182209031,1.0,-1000.0,0.0
0,0.35333271144607514,0.6004793534138391,1.605975691286389,1.0440067180247408,1.7027913742269325,1.07586574956206,1.0,1.7609898803626174,1.0894806823460228
0,0.6674163191867406,0.5016159868087054,1.5583540771502702,1.2335591101990822,1.7609898803626174,1.1205431746241572,1.0,1.3514104519795944,0.8338276609886196
1,0.9124239997285795,0.9492239524032791,1.0966275885303083,1.8445984280062295,-1000.0,0.0,0.0,-1000.0,0.0
0,-0.4334779473764896,0.6314200321273549,3.0717266696684993,0.37396018477076537,1.815132513612379,0.666970940605026,1.0,1.2685748297175374,0.6821606677891647
0,-0.5072035982758911,0.5821865836954696,3.3219174369233944,0.2649230421042741,1.815132513612379,0.7299620571701299,1.0,1.2685748297175374,0.5686024879039787
0,-0.10050279442177924,0.19360329371645438,1.5643167694160094,0.2867192645371588,1.815132513612379,0.8163960270472709,1.0,-1000.0,0.0
0,-0.3021171384979519,0.8348616783806455,3.019868904563191,0.668759031644575,1.815132513612379,0.72120434316249,1.0,1.2685748297175374,0.7220402352375573
0,0.13495576713072138,0.8471076378910456,3.1132553947106967,1.0638486559547684,1.815132513612379,0.7956338358130512,1.0,-1000.0,0.0
1,0.9027429778868628,0.9263193001072593,1.3340213280625688,1.815132513612379,1.0638486559547684,0.5974218911306378,1.0,-1000.0,0.0
1,0.9999999999999112,0.9999999999998711,0.5317966158840789,1.9682291172689144,0.9263211677722851,0.6741400109225824,1.0,-1000.0,0.0
0,-0.14254596250218,0.3928983265139978,2.5078757530090225,0.42195885407287964,1.9682291172689144,1.7609537274636642,1.0,0.9503755834595708,0.9503755834595708
1,0.29331142609351507,0.680909782364231,0.7634342243830573,1.0647724274756212,1.3816981588143296,0.5934894664232397,1.0,1.117833876620493,0.8366120181765314
0,0.9705074259528408,0.6864084553024487,9.929229579333759,1.6350216410054734,1.9679845160746816,1.324463312741409,1.0,1.8029089773573121,0.8529428711324156
0,0.9334815710991009,0.6509537026048156,8.957460310341956,1.5744746980260078,1.9679845160746816,1.2536697251723026,1.0,1.3071825904622114,0.6416905171066424
0,0.9528380255867342,-0.36732675928204245,3.967609390357564,0.7120377750782381,1.3816981588143296,0.8228264192050576,1.0,1.624089465314395,0.9416657794554885
1,0.9999999999998875,0.999999999999862,0.6052504279573075,1.9679845160746816,1.6350216410054734,1.1242705575876397,1.0,-1000.0,0.0
0,0.5053343168585387,0.8431776167335587,4.502205029043914,1.3816981588143296,1.117833876620493,0.6316287777280251,1.0,1.624089465314395,0.9543279855913808
0,0.09282823814985855,-0.06825778536845913,3.764882581348687,0.21908493945174035,1.3816981588143296,0.8443486580328791,1.0,1.624089465314395,1.126964041027174
0,0.750436565599947,-0.11704140562791412,6.869478445681002,0.7445123775512711,1.9679845160746816,1.2428600306381707,1.0,1.553911308287302,0.8660227855097247
0,-0.35374406224366367,0.6532969682512514,1.78086161078114,0.467676288122776,1.8117338920766886,0.9013880983089347,1.0,1.1659402386069422,0.7907723251555907
0,-0.3919614090374248,0.5671332224805349,5.155341782499528,0.3469839076942134,1.3816981588143296,0.8274187055039648,1.0,-1000.0,0.0
0,-0.35995156487866864,0.3863366595563491,1.061412729452651,0.22968437892728147,0.5466266046158408,0.5466266046158408,1.0,-1000.0,0.0
1,0.42682278530495976,0.36041639059504055,1.5190540880286787,0.8977120246788647,0.8355748184754096,0.8355748184754096,1.0,0.5466266046158408,0.5466266046158408
1,0.9083553353872406,0.7435495645217232,1.7062468588308284,1.6579945098799813,1.1837255502531254,1.1275719403455389,1.0,-1000.0,0.0
